feat,side,mode,n,y3,mkt,res,lo,hi,res_ex,n_ex,roi_lin,roi_mul,abs_res
f_last1_rank,最上位,事前指定,2509,18.65284974093264,20.938077457047463,-2.285227716114821,-3.8094542172977626,-0.7610012149318794,-1.3706472193793924,2100,60.8026683484546,62.27096062500903,2.285227716114821
f_last1_rank,最下位,事前指定,1892,20.243128964059196,20.301135817007196,-0.058006852948000454,-1.8685896101935067,1.7525759042975058,0.33589088734728434,2717,71.38196744849701,69.70027329221313,0.058006852948000454
f_last1_rank,最大残差(q2),データ選択,2017,25.979176995537927,25.152695315704666,0.826481679833263,-1.0873016680094898,2.740265027676016,1.0109330624002517,2587,75.58328797920801,72.19681426563754,0.826481679833263
f_last1_rank,最小残差(q9),データ選択,2509,18.65284974093264,20.938077457047463,-2.285227716114821,-3.8094542172977626,-0.7610012149318794,-1.3706472193793924,2100,60.8026683484546,62.27096062500903,2.285227716114821
f_last2_rank,最上位,事前指定,2759,19.86226893802102,20.551489819563564,-0.6892208815425432,-2.1779413898757274,0.7994996267906408,-2.5386926631150386,1850,68.38370081267293,67.5558127881336,0.6892208815425432
f_last2_rank,最下位,事前指定,1867,21.424745581146222,22.230871704764425,-0.8061261236182005,-2.667290138697151,1.05503789146075,-0.40734869936958906,2742,67.82840091281355,67.36531684455558,0.8061261236182005
f_last2_rank,最大残差(q3),データ選択,1691,36.25073920756949,34.765870661854784,1.484868545714707,-0.8064226041608638,3.7761596955902776,-0.35184621375734526,2915,78.71062559214486,72.88546561238114,1.484868545714707
f_last2_rank,最小残差(q7),データ選択,2099,16.769890424011432,18.61529895495517,-1.8454085309437374,-3.4436971158830243,-0.24711994600445042,0.20779249740532357,2505,62.89180947801725,62.97053533627885,1.8454085309437374
f_last3_rank,最上位,事前指定,2670,19.625468164794007,20.516293233245545,-0.8908250684515368,-2.397326961078767,0.6156768241756935,-0.3754422430466253,1939,67.4260809248552,66.86491605102138,0.8908250684515368
f_last3_rank,最下位,事前指定,1818,22.992299229922992,22.739992926141266,0.25230630378172414,-1.681965102180516,2.1865777097439643,0.4688070983999537,2791,72.8559549429632,70.67555919615387,0.25230630378172414
f_last3_rank,最大残差(q1),データ選択,1938,23.323013415892675,21.040553391465483,2.282460024427191,0.3996606974065027,4.1652593514478795,0.8510260468053366,2667,82.49918511602917,77.48268818975909,2.282460024427191
f_last3_rank,最小残差(q6),データ選択,2269,8.990744821507272,11.145583868588096,-2.154839047080824,-3.3318471135629606,-0.9778309805986876,0.38578296125922895,2337,61.42201452636609,56.38583589995181,2.154839047080824
f_dist_fukusho,最上位,事前指定,2241,25.34582775546631,23.757748381355277,1.5880793741110315,-0.21292772578588393,3.389086474007947,-0.18007232766422687,2368,79.2008770270274,74.57244397358285,1.5880793741110315
f_dist_fukusho,最下位,事前指定,2024,20.158102766798418,21.033674754246544,-0.875571987448126,-2.623369306588511,0.8722253316922588,0.18993544584860467,2585,67.49853305962141,66.99026203753257,0.875571987448126
f_dist_fukusho,最大残差(q9),データ選択,2241,25.34582775546631,23.757748381355277,1.5880793741110315,-0.21292772578588393,3.389086474007947,-0.18007232766422687,2368,79.2008770270274,74.57244397358285,1.5880793741110315
f_dist_fukusho,最小残差(q6),データ選択,2203,23.694961416250568,24.981500840036297,-1.286539423785729,-3.0621733481816436,0.48909450061018545,-1.5042567366171933,2403,65.5464377370178,66.30017201934888,1.286539423785729
f_course_fukusho,最上位,事前指定,2375,24.54736842105263,23.75849438768296,0.7888740333696714,-0.9419938933848858,2.519741960124229,-0.11896033885331891,2234,75.40465165850594,72.22095073167294,0.7888740333696714
f_course_fukusho,最下位,事前指定,1788,20.52572706935123,20.08412365462373,0.4416034147274983,-1.4305217057919395,2.313728535246936,1.5403226796070286,2821,73.75511621995562,71.43693928698482,0.4416034147274983
f_course_fukusho,最大残差(q9),データ選択,2375,24.54736842105263,23.75849438768296,0.7888740333696714,-0.9419938933848858,2.519741960124229,-0.11896033885331891,2234,75.40465165850594,72.22095073167294,0.7888740333696714
f_course_fukusho,最小残差(q5),データ選択,2127,33.568406205923836,35.68052198677578,-2.1121157808519477,-4.119012501539321,-0.10521906016457461,-0.9471369581989921,2477,61.62495004095325,65.76225523448706,2.1121157808519477
f_perf_highpace,最上位,事前指定,2578,24.74786656322731,23.414973462754375,1.3328931004729343,-0.3329837999002869,2.9987700008461555,0.24705078880457865,2031,77.98874222724645,73.87904477112734,1.3328931004729343
f_perf_highpace,最下位,事前指定,2173,20.24850437183617,20.075946251555298,0.17255812028087458,-1.517073784112032,1.8621900246737813,0.26783909248714877,2436,72.47715107133416,70.50080917016295,0.17255812028087458
f_perf_highpace,最大残差(q9),データ選択,2578,24.74786656322731,23.414973462754375,1.3328931004729343,-0.3329837999002869,2.9987700008461555,0.24705078880457865,2031,77.98874222724645,73.87904477112734,1.3328931004729343
f_perf_highpace,最小残差(q5),データ選択,2237,24.8547161376844,27.655764536350098,-2.801048398665698,-4.591977311250225,-1.0101194860811713,-0.3904787229753348,2367,58.35252010633794,62.82034458821827,2.801048398665698
f_perf_slowpace,最上位,事前指定,2291,26.931470973374072,24.689573728758564,2.2418972446155094,0.4253832568784979,4.058411232352521,1.567648457917978,2318,82.30651191192368,76.2471576755531,2.2418972446155094
f_perf_slowpace,最下位,事前指定,2344,19.453924914675767,20.11064455520556,-0.6567196405297931,-2.259238232013168,0.9457989509535817,0.2538650424240424,2265,68.53808170748349,67.61739275949013,0.6567196405297931
f_perf_slowpace,最大残差(q9),データ選択,2291,26.931470973374072,24.689573728758564,2.2418972446155094,0.4253832568784979,4.058411232352521,1.567648457917978,2318,82.30651191192368,76.2471576755531,2.2418972446155094
f_perf_slowpace,最小残差(q2),データ選択,2299,22.140060896041756,23.79523446198626,-1.6551735659445037,-3.352373558192329,0.04202642630332143,-0.7345878866476391,2305,63.795425561763615,65.03782339718693,1.6551735659445037
f_jockey,最上位,事前指定,2295,22.91938997821351,21.479081238801616,1.4403087394118912,-0.2793363547614145,3.159953833585197,4.341247856251304,2314,78.4989665122065,74.58723870288358,1.4403087394118912
f_jockey,最下位,事前指定,2251,19.235895157707684,20.89892610338739,-1.6630309456797026,-3.2913282971742994,-0.03473359418510591,-3.8727922753094863,2358,63.75810300802142,64.33771117578287,1.6630309456797026
