axis,cond,TUNE_race,TUNE_horse,TUNE_ai3,TUNE_mk3,TUNE_d3,TUNE_ai1,TUNE_mk1,TUNE_d1,TUNE_field,TUNE_dll,CONF_race,CONF_horse,CONF_ai3,CONF_mk3,CONF_d3,CONF_ai1,CONF_mk1,CONF_d1,CONF_field,CONF_dll,CONF_lo,CONF_hi
クラス,1勝,459,6104,0.7619868703262466,0.7863512782439541,-0.024364407917707553,0.773681169691554,0.7928311712322434,-0.019150001540689465,14.152686762778506,0.015445774745255325,461,5687,0.7813205092266927,0.7960470757898708,-0.014726566563178056,0.7876999261919645,0.800370452771686,-0.012670526579721453,13.584139264990329,0.010550910064859698,-0.023751267298733777,-0.005884098634687975
クラス,3勝,109,1523,0.7615726094499438,0.7806038881518523,-0.01903127870190857,0.7649520522170172,0.7867167123003258,-0.021764660083308573,14.627051871306632,0.01527892899023564,97,1263,0.7539774623107957,0.7748714623714623,-0.020894000060666662,0.7804642166344293,0.79786750483559,-0.01740328820116066,14.312747426761678,0.00741220988981367,-0.04133757760133122,-0.0017024303781444285
クラス,オープン,133,1881,0.7455283592167455,0.7695248143146523,-0.02399645509790671,0.7593124688150582,0.7895833691780939,-0.030270900363035702,14.843700159489634,0.00724183808420914,124,1643,0.7168588552482967,0.7595536397420483,-0.042694784493751525,0.7360793598954932,0.7832299150881777,-0.04715055519268452,14.616555082166768,0.01612462746269888,-0.07032992071729709,-0.018347985039975177
クラス,2勝,234,3027,0.7592448640324355,0.7849152146076688,-0.02567035057523326,0.7863729195878801,0.7980895263061635,-0.01171660671828334,13.778328377931945,0.014030477679105646,221,2650,0.7685858266610478,0.786126514832267,-0.017540688171219232,0.7838475734450595,0.8092074417676692,-0.025359868322609724,13.292075471698114,0.00704567077799767,-0.0295703624818714,-0.004676435158573195
クラス,その他,72,849,0.7479594523433387,0.7999714762155521,-0.052012023872213375,0.7611182611182612,0.7964303589303591,-0.035312097812097876,12.354534746760896,0.04088858330804973,50,659,,,,,,,,,,
クラス,新馬,146,1826,0.7581512679567673,0.8255752652764935,-0.06742399731972615,0.792726679712981,0.8454011741682975,-0.05267449445531647,13.572836801752464,0.05021720431728649,109,1183,0.6977264283060391,0.7828639000828832,-0.08513747177684405,0.7628004715288812,0.8264824970529445,-0.06368202552406332,11.534234995773458,0.05869673338562148,-0.11701925954907427,-0.05138619699873811
馬場状態,良,1273,17352,0.7815245149739923,0.8042891680522344,-0.022764653078242048,0.7972099515646155,0.8169305327267405,-0.01972058116212505,14.434877823881973,0.015099658630564727,1153,14723,0.7900368485029967,0.8083090101802363,-0.01827216167723955,0.7988407264571712,0.8194653118186098,-0.02062458536143863,14.19839706581539,0.013346311227993957,-0.02444269619801435,-0.012214521276089468
馬場状態,不明,72,849,0.7479594523433387,0.7999714762155521,-0.052012023872213375,0.7611182611182612,0.7964303589303591,-0.035312097812097876,12.354534746760896,0.04088858330804973,90,1176,0.7850614993472136,0.8107112794612795,-0.025649780114065934,0.8000392464678179,0.7970085470085471,0.0030306994592708136,14.13265306122449,0.014992756311622502,-0.04494627894893222,-0.003931061136876717
馬場状態,稍重,234,3150,0.7926014411283729,0.8119689265405485,-0.01936748541217559,0.8069851465274991,0.8419320462756833,-0.03494689974818421,14.236190476190476,0.014028983850602028,338,4403,0.7980640066802207,0.8213074232742763,-0.0232434165940556,0.8075082659808963,0.8306690852314474,-0.023160819250551135,14.029298205768795,0.01897770935615839,-0.03322010773021669,-0.01270065889737132
馬場状態,重,140,1925,0.7868638709941886,0.8066071648172849,-0.019743293823096253,0.8080752300920367,0.8053321328531413,0.002743097238895431,14.462857142857143,0.009628051834156326,108,1509,0.7729404885654886,0.7906262993762994,-0.017685810810810776,0.7634890422185212,0.7894691622386126,-0.025980120020091424,14.500331345261763,0.012624726663560237,-0.03289586273291944,0.00035969610940875875
馬場状態,不良,27,384,,,,,,,,,42,588,,,,,,,,,,
回り,right,1244,16633,0.7773159002890146,0.7981838347341919,-0.020867934445177205,0.7948375609253614,0.8124788575127472,-0.01764129658738578,14.156496122166777,0.014717365826326656,1151,14881,0.7870712395033247,0.8074349888755338,-0.020363749372209083,0.7924821488546053,0.812248545443826,-0.019766396589220636,13.998857603655669,0.015010872336636616,-0.02628594659411291,-0.01427136061156816
回り,left,502,7027,0.7956048553117576,0.8226491386647172,-0.02704428335295961,0.806596134800182,0.8320939763814975,-0.025497841581315517,14.77031450120962,0.01613956063995098,580,7518,0.7932818638206287,0.8118743165259669,-0.01859245270533816,0.8131165013016323,0.8351095639010286,-0.021993062599396374,14.552274541101356,0.013688744694805466,-0.026696359132179222,-0.010305207393958538
直線,short,840,11397,0.7772375378360568,0.7969310518144554,-0.01969351397839869,0.7971788634938678,0.8120087890228554,-0.014829925528987653,14.275423357023778,0.013948071370330162,825,10738,0.7815403965621951,0.8030766374497194,-0.02153624088752426,0.7940879486601384,0.8155968365537539,-0.02150888789361549,13.953063885267275,0.014419381069294746,-0.029113581731812513,-0.014662237138277575
直線,medium,531,6996,0.7794972384665366,0.8009765153624803,-0.021479276895943644,0.8016714657951041,0.8208590949673965,-0.019187629172292442,14.058604917095483,0.014664350243448587,622,8037,0.795795753966238,0.8126280602682827,-0.016832306302044686,0.8026652663494476,0.8189975704618976,-0.016332304112450013,14.208411098668657,0.014036701157923992,-0.024405623988176174,-0.009375040652903063
直線,long,334,4670,0.8022599998261184,0.833231721232908,-0.03097172140678961,0.7990460258861275,0.8322696233546487,-0.033223597468521215,14.747751605995717,0.020310323491821325,161,2043,0.807220474603353,0.8284969541499707,-0.02127647954661771,0.8327744161745765,0.8531060403554389,-0.02033162418086243,14.888399412628488,0.016170304610214292,-0.03669403135103741,-0.00581560540877507
直線,very_long,41,597,,,,,,,,,123,1581,0.7808844032248287,0.8036360146289224,-0.022751611404093763,0.7746992344148742,0.8112175147127754,-0.03651828029790116,14.726755218216319,0.01619492672292011,,
坂,坂あり,740,10220,0.7958948112064741,0.8163062835472884,-0.020411472340814307,0.8082758255890078,0.8312226384380569,-0.022946812849049092,14.564187866927593,0.014184829592582215,695,9200,0.7997566214791533,0.8168014148542263,-0.01704479337507303,0.8051586618263118,0.8225067855771727,-0.017348123750860922,14.44608695652174,0.012929294773178113,-0.024777167114721617,-0.010035335326244193
坂,坂なし,1006,13440,0.7726822746966349,0.7972346263702071,-0.02455235167357228,0.7907013044781016,0.8085231973128256,-0.017821892834724018,14.167410714285714,0.015865945078504307,1036,13199,0.7817340175631698,0.8036035571510936,-0.021869539587923703,0.7952138179504734,0.818032072692571,-0.022818254742097643,14.002348662777484,0.015708731695993572,-0.02860472491316062,-0.015284389919477738
コース形態,tight,431,6094,0.7747784885624982,0.798243808126465,-0.023465319563966802,0.8069751425072509,0.820225356682958,-0.013250214175707153,14.699704627502461,0.015759499218869377,364,5023,0.8001949875741342,0.8182132086786884,-0.0180182211045542,0.7986117193125863,0.8128898571456374,-0.014278137833051097,14.656380649014533,0.012799645164819407,-0.028909405169203175,-0.008090752292401256
コース形態,standard,393,5468,0.7824148206160594,0.804789752927263,-0.022374932311203577,0.813323305631808,0.8395750761478584,-0.026251770516050432,14.486100950987565,0.013201260253042524,494,6473,0.7941709481015631,0.810782557520147,-0.016611609418583972,0.8070328140276549,0.822269716932818,-0.015236902905163108,14.332921365672794,0.013706277258950628,-0.0235355107447448,-0.00903441068593434
コース形態,spacious,635,8477,0.7912616769637453,0.8173403091134172,-0.026078632149671876,0.7881784032294237,0.8140763664178388,-0.025897963188415085,14.313672289725138,0.017349718259627778,462,5718,0.8026811141445833,0.8198133471273318,-0.017132232982748463,0.8016919401945805,0.824229463646738,-0.022537523452157537,14.4700944386149,0.012791649357357604,-0.02602179735808537,-0.00654514649159785
コース形態,flat_tight,287,3621,0.7750715379824605,0.789531047484388,-0.014459509501927426,0.7862660917293893,0.7929536044010711,-0.006687512671681772,13.567798950566141,0.011850370844070368,411,5185,0.7562589043201967,0.7848218111002921,-0.02856290678009543,0.7886488756514657,0.8179720954032234,-0.029323219751757668,13.22757955641273,0.019312001469449558,-0.038950584326490595,-0.018791316714282753
AI1位2位差,Q3,437,5915,0.786884394465236,0.8105997074952602,-0.023715313030024276,0.796376686274952,0.8177607454991591,-0.021384059224207164,14.312595097210481,0.01669644389096775,436,5599,0.7860487329747385,0.8022989022434492,-0.0162501692687107,0.802470622230784,0.8154646900177909,-0.012994067787006847,14.083407751384176,0.011895567430115717,-0.02642867081655109,-0.007877605411706266
