win,period,race_id,field,p1,top3sum,resid,n_eff,ax_hit,top3_hits,rand3,cut5,cut10,cut15,cut20
T1,探索,20250301_06_01,15,0.5740876,1.3809576,1.1858945,7.991001,0,1,0.6,0,8,10,11
T1,探索,20250301_06_02,16,0.5462975,1.4694481,1.5729467,8.926254,1,2,0.5625,1,8,9,9
T1,探索,20250301_06_03,16,0.3968732,1.0582482,1.6496836,10.766966,1,1,0.5625,3,7,9,9
T1,探索,20250301_06_04,13,0.61088413,1.466338,1.3985395,8.023943,0,1,0.6923076923076923,2,6,6,6
T1,探索,20250301_06_05,18,0.42772695,1.1353387,1.9042879,12.362915,0,0,0.5,0,8,10,10
T1,探索,20250301_06_06,16,0.68656605,1.6713529,1.8089074,8.72097,1,1,0.5625,5,7,8,10
T1,探索,20250301_06_07,9,0.6379549,1.61027,1.1819264,6.5550337,1,2,1.0,1,2,2,2
T1,探索,20250301_06_08,16,0.6607405,1.1845613,1.4029242,8.638238,0,1,0.5625,1,9,10,10
T1,探索,20250301_06_09,13,0.72670937,1.7810233,1.618303,7.9436083,1,1,0.6923076923076923,1,5,5,5
T1,探索,20250301_06_10,16,0.42772695,1.2831808,1.8386074,10.389141,0,1,0.5625,1,6,8,9
T1,探索,20250301_06_11,15,0.47638798,1.2175089,2.083251,11.768811,1,1,0.6,1,3,3,3
T1,探索,20250301_06_12,14,0.52982384,1.5016353,1.6305535,7.838194,1,1,0.6428571428571429,3,7,7,7
T1,探索,20250301_09_01,12,0.44732144,1.3027754,1.4270865,8.205051,0,1,0.75,1,4,5,6
T1,探索,20250301_09_02,16,0.7836538,1.7743983,1.4860742,7.4366093,1,2,0.5625,5,9,10,10
T1,探索,20250301_09_03,16,0.76143163,1.7922692,1.4961795,7.642164,1,2,0.5625,3,9,10,10
T1,探索,20250301_09_04,16,0.5244901,1.4963017,1.660717,9.25347,1,2,0.5625,5,7,7,7
T1,探索,20250301_09_05,18,0.5315333,1.4356482,1.9400859,9.696755,1,1,0.5,4,9,9,10
T1,探索,20250301_09_06,16,0.52982384,1.4820409,1.7402201,8.852497,1,2,0.5625,4,7,8,9
T1,探索,20250301_09_07,16,0.76143163,1.6052933,1.8759352,9.319899,0,1,0.5625,3,6,6,8
T1,探索,20250301_09_08,10,0.5315333,1.4052821,1.1034738,6.954838,1,2,0.9,0,4,4,4
T1,探索,20250301_09_09,8,0.52982384,1.437442,1.4533384,7.0908904,1,2,1.125,0,0,0,1
T1,探索,20250301_09_10,10,0.52982384,1.4605131,1.5419902,7.6386137,1,3,0.9,0,2,2,2
T1,探索,20250301_09_11,16,0.4893631,1.1119251,1.6872226,10.797334,0,1,0.5625,2,7,8,8
T1,探索,20250301_09_12,15,0.44732144,1.3027754,1.6984618,9.751591,0,0,0.6,3,7,7,7
T1,探索,20250301_10_01,16,0.5244901,1.5099009,1.9455698,9.3095875,0,1,0.5625,3,7,7,7
T1,探索,20250301_10_02,18,0.7836538,1.7358708,1.5445657,8.08786,1,2,0.5,4,11,11,12
T1,探索,20250301_10_03,14,0.52982384,1.3736855,1.5676193,9.550372,1,2,0.6428571428571429,0,4,6,7
T1,探索,20250301_10_04,12,0.72670937,1.5821633,1.7336342,8.084349,0,2,0.75,0,4,4,5
T1,探索,20250301_10_05,11,0.52982384,1.4646404,1.4650385,8.354701,1,1,0.8181818181818182,0,2,2,2
T1,探索,20250301_10_06,18,0.42772695,1.0248306,1.8125737,11.951303,0,1,0.5,3,7,10,10
T1,探索,20250301_10_07,15,0.6487455,1.5705155,1.2588687,7.6066103,1,3,0.6,4,9,9,9
T1,探索,20250301_10_08,8,0.5332302,1.4613608,0.6466604,5.385911,1,2,1.125,0,2,3,4
T1,探索,20250301_10_09,16,0.5315333,1.4201809,1.8802025,9.192611,1,2,0.5625,3,8,9,9
T1,探索,20250301_10_10,18,0.42772695,1.1930196,1.9884808,12.142587,0,1,0.5,2,7,9,11
T1,探索,20250301_10_11,15,0.66957885,1.6217959,1.7365102,8.516617,0,1,0.6,2,7,7,7
T1,探索,20250301_10_12,18,0.42772695,1.1258544,1.8780626,12.442349,0,0,0.5,1,6,10,11
T1,探索,20250302_06_01,16,0.5462975,1.4673278,1.78068,9.719067,1,2,0.5625,3,6,7,7
T1,探索,20250302_06_02,16,0.42772695,1.1715913,1.4034964,9.918568,0,1,0.5625,3,8,10,10
T1,探索,20250302_06_03,8,0.5445881,1.4968052,0.67174697,5.4480133,0,2,1.125,0,3,3,3
T1,探索,20250302_06_04,16,0.42772695,1.1928467,1.6482655,10.377682,1,1,0.5625,3,7,8,8
T1,探索,20250302_06_05,18,0.5445881,1.448703,1.6129978,8.71671,1,2,0.5,7,11,11,11
T1,探索,20250302_06_06,16,0.42772695,1.2238734,1.9180576,11.21806,0,2,0.5625,3,5,6,7
T1,探索,20250302_06_07,8,0.72670937,1.7810233,1.0395949,5.4461446,1,2,1.125,1,3,3,3
T1,探索,20250302_06_08,16,0.7836538,1.6391077,1.7309908,8.088254,0,0,0.5625,3,7,9,9
T1,探索,20250302_06_09,11,0.72670937,1.6017578,1.6920738,8.025107,0,0,0.8181818181818182,0,2,2,2
T1,探索,20250302_06_10,15,0.48998722,1.3941022,1.4599786,9.181643,0,2,0.6,2,7,8,9
T1,探索,20250302_06_11,16,0.5315333,1.3856876,1.8094397,10.049941,1,1,0.5625,2,6,8,8
T1,探索,20250302_06_12,16,0.52982384,1.378296,1.5648944,9.551224,1,1,0.5625,2,7,9,10
T1,探索,20250302_09_01,12,0.70088387,1.7770052,1.4565547,7.2717977,1,2,0.75,3,4,5,5
T1,探索,20250302_09_02,16,0.5244901,1.419133,1.9751753,9.076574,0,1,0.5625,5,8,8,8
T1,探索,20250302_09_03,12,0.7569685,1.7136227,1.5641274,7.6999865,1,2,0.75,1,3,3,4
T1,探索,20250302_09_04,16,0.42772695,1.2519941,2.0069032,10.592074,0,1,0.5625,3,6,7,7
T1,探索,20250302_09_05,18,0.5244901,1.3729469,1.7659893,10.168722,1,1,0.5,3,8,11,11
T1,探索,20250302_09_06,16,0.46029663,1.2255894,1.684478,10.231445,0,1,0.5625,1,7,9,9
T1,探索,20250302_09_07,16,0.52982384,1.4820409,1.8588582,9.572448,0,1,0.5625,2,7,7,8
T1,探索,20250302_09_08,14,0.5244901,1.5308046,1.25367,8.016203,0,1,0.6428571428571429,1,6,8,8
T1,探索,20250302_09_09,9,0.72670937,1.7818375,1.4445417,6.8714643,1,2,1.0,0,1,1,1
T1,探索,20250302_09_10,10,0.52982384,1.5307019,1.2954346,6.9336495,1,3,0.9,0,3,4,4
T1,探索,20250302_09_11,14,0.47638798,1.2416807,1.715616,10.322433,0,0,0.6428571428571429,1,4,5,6
T1,探索,20250302_09_12,16,0.42772695,1.2831808,2.368327,10.872697,0,2,0.5625,4,6,6,6
T1,探索,20250302_10_01,16,0.72670937,1.8837531,1.5254363,7.7141533,1,2,0.5625,2,8,8,9
T1,探索,20250302_10_02,18,0.5244901,1.2744403,1.8182484,10.588651,1,2,0.5,3,9,9,10
T1,探索,20250302_10_03,14,0.52982384,1.4684417,1.636165,9.485183,1,2,0.6428571428571429,1,4,5,6
T1,探索,20250302_10_04,10,0.9637718,1.8192258,1.4380486,6.391239,1,2,0.9,0,1,3,4
T1,探索,20250302_10_05,16,0.5244901,1.3799441,1.8839083,9.408201,1,2,0.5625,3,8,8,8
T1,探索,20250302_10_06,18,0.5445881,1.205963,1.6857753,10.427999,1,1,0.5,4,9,11,11
T1,探索,20250302_10_07,8,0.5244901,1.2440459,0.7802479,5.879637,0,1,1.125,0,2,3,3
T1,探索,20250302_10_08,14,0.47031888,1.3602757,1.6628165,9.2648325,1,2,0.6428571428571429,1,5,7,7
T1,探索,20250302_10_09,18,0.52982384,1.2601045,1.793353,10.676208,1,2,0.5,4,9,10,10
T1,探索,20250302_10_10,16,0.42772695,1.1645659,2.1437213,11.365843,1,2,0.5625,3,5,6,6
T1,探索,20250302_10_11,13,0.47638798,1.2066687,1.6607949,9.591999,1,1,0.6923076923076923,2,4,4,4
T1,探索,20250302_10_12,16,0.5244901,1.3794649,2.0799289,10.416061,0,0,0.5625,3,5,7,9
T1,探索,20250308_06_01,16,0.717871,1.8454717,1.3407178,7.4200034,0,1,0.5625,4,8,10,10
T1,探索,20250308_06_02,16,0.6777277,1.5331817,1.6415569,8.3334465,1,3,0.5625,5,8,8,8
T1,探索,20250308_06_03,16,0.7836538,1.832634,1.1401438,6.744377,1,2,0.5625,3,10,11,11
T1,探索,20250308_06_04,9,0.7097222,1.6325191,1.1273319,6.3805,1,1,1.0,0,1,2,3
T1,探索,20250308_06_05,15,0.72670937,1.6789265,1.7896376,8.045797,1,2,0.6,5,7,7,7
T1,探索,20250308_06_06,16,0.6166667,1.5688838,2.1534367,9.714365,1,2,0.5625,3,6,7,7
T1,探索,20250308_06_07,10,0.5492737,1.1895663,1.1927453,7.569205,0,1,0.9,0,2,2,2
T1,探索,20250308_06_08,16,0.5310617,1.3865156,1.6609982,9.99193,0,2,0.5625,2,7,8,8
T1,探索,20250308_06_09,10,0.74893165,1.7260768,1.17203,6.2914314,1,3,0.9,1,4,4,4
T1,探索,20250308_06_10,16,0.42772695,1.2831808,1.7895131,10.745825,0,1,0.5625,2,6,7,7
T1,探索,20250308_06_11,14,0.5244901,1.4131378,1.3288834,8.432538,1,2,0.6428571428571429,2,7,8,8
T1,探索,20250308_06_12,16,0.6607405,1.5218506,1.744754,8.9644985,1,1,0.5625,3,7,7,7
T1,探索,20250308_09_01,16,0.52982384,1.2268901,1.8355556,10.792065,1,1,0.5625,1,6,6,8
T1,探索,20250308_09_02,12,0.68656605,1.6387832,1.3756375,7.244548,1,2,0.75,1,4,5,5
T1,探索,20250308_09_03,16,0.78458357,1.8276033,1.6372763,7.684985,0,2,0.5625,5,7,8,8
T1,探索,20250308_09_04,12,0.50083953,1.3562934,1.5894547,9.216936,0,1,0.75,0,2,3,3
T1,探索,20250308_09_05,8,0.5244901,1.0867548,0.94683135,6.461684,1,2,1.125,1,1,1,1
T1,探索,20250308_09_06,10,0.9717042,2.0260181,1.1797494,5.7174997,1,3,0.9,0,3,4,5
T1,探索,20250308_09_07,10,0.52982384,1.5307019,1.3831093,7.3245797,0,0,0.9,0,2,4,4
T1,探索,20250308_09_08,16,0.5244901,1.4767072,1.8487363,10.115093,1,1,0.5625,2,6,6,8
T1,探索,20250308_09_09,12,0.6777277,1.6299448,1.4816693,7.63402,1,3,0.75,0,5,5,5
T1,探索,20250308_09_10,16,0.47638798,1.1502796,1.5785856,10.404813,1,3,0.5625,1,6,9,9
T1,探索,20250308_09_11,18,0.42772695,0.92202365,1.9451028,13.160438,1,1,0.5,0,9,9,10
T1,探索,20250308_09_12,11,0.42772695,1.1378338,1.2376621,8.471293,0,1,0.8181818181818182,0,2,4,4
T1,探索,20250309_06_01,16,0.72670937,1.6068405,1.5208132,8.395789,0,1,0.5625,3,8,9,10
T1,探索,20250309_06_02,16,0.72670937,1.5821633,1.7101465,8.472373,1,1,0.5625,6,7,8,8
T1,探索,20250309_06_03,15,0.7836538,1.7345712,1.6344831,7.7981133,1,2,0.6,4,7,7,7
T1,探索,20250309_06_05,15,0.5244901,1.3995385,1.4690979,9.32394,0,1,0.6,0,5,8,9
T1,探索,20250309_06_06,15,0.44732144,1.3223698,1.8042928,9.773521,0,1,0.6,1,6,7,8
T1,探索,20250309_06_07,15,0.52982384,1.446914,1.9036974,9.489438,0,2,0.6,3,6,6,7
T1,探索,20250309_06_08,16,0.52982384,1.3852777,1.6776577,10.0827055,1,2,0.5625,2,7,7,8
T1,探索,20250309_06_09,12,0.7836538,1.737174,1.5116646,7.309505,1,1,0.75,1,5,5,5
T1,探索,20250309_06_10,16,0.42772695,1.1378338,1.6243074,10.761375,0,1,0.5625,2,6,7,9
T1,探索,20250309_06_11,14,0.5244901,1.4767072,1.9476357,9.839587,0,1,0.6428571428571429,0,5,5,5
T1,探索,20250309_06_12,14,0.48995972,1.2846727,1.5957782,9.533267,0,2,0.6428571428571429,2,4,5,6
T1,探索,20250309_09_01,15,0.5244901,1.2290419,1.8645144,10.649532,0,2,0.6,2,4,4,5
T1,探索,20250309_09_02,16,0.52982384,1.4339387,1.8817436,9.291692,1,2,0.5625,3,8,8,8
T1,探索,20250309_09_03,11,0.7836538,1.6658787,1.3161309,6.937664,1,2,0.8181818181818182,2,3,3,3
T1,探索,20250309_09_04,16,0.47638798,1.1514235,1.6267717,10.21439,0,0,0.5625,2,6,8,9
T1,探索,20250309_09_05,17,0.52982384,1.4684417,1.6644458,9.451389,0,2,0.5294117647058824,2,10,10,10
T1,探索,20250309_09_06,11,0.74893165,1.6375793,1.0719814,6.256726,1,3,0.8181818181818182,1,5,5,6
T1,探索,20250309_09_07,9,0.5244901,1.4631081,1.7100031,7.634687,1,1,1.0,1,1,1,1
T1,探索,20250309_09_08,12,0.72670937,1.5821633,1.3260915,7.3430676,1,1,0.75,1,4,4,5
T1,探索,20250309_09_09,8,0.5244901,1.3995385,1.4848387,7.196349,0,2,1.125,0,0,0,0
T1,探索,20250309_09_10,12,0.42772695,1.1635994,1.6052303,9.1530075,1,2,0.75,0,4,4,4
T1,探索,20250309_09_11,14,0.5244901,1.1769394,1.5337758,9.518147,1,2,0.6428571428571429,0,6,6,6
T1,探索,20250309_09_12,14,0.50296235,1.4457074,1.6841531,8.819842,1,3,0.6428571428571429,2,6,7,7
T1,探索,20250315_06_01,16,0.72670937,1.7107593,1.8054771,8.416168,0,1,0.5625,4,7,8,9
T1,探索,20250315_06_02,16,0.999999,1.7651187,1.6773841,7.0818353,0,1,0.5625,3,8,9,9
T1,探索,20250315_06_03,16,0.42772695,1.0815675,1.5359741,10.531081,1,1,0.5625,1,8,8,9
T1,探索,20250315_06_04,15,0.5445881,1.5967577,1.6199443,8.171672,1,2,0.6,5,8,8,8
T1,探索,20250315_06_05,18,0.72670937,1.7810233,2.0246737,9.008153,0,1,0.5,5,8,9,9
T1,探索,20250315_06_06,16,0.999999,1.7210569,1.795526,7.6716895,1,2,0.5625,2,7,8,8
T1,探索,20250315_06_07,16,0.52982384,1.2144785,1.5686206,9.744387,1,2,0.5625,3,7,8,8
T1,探索,20250315_06_08,16,0.5244901,1.3115467,1.7308341,9.696825,0,1,0.5625,3,7,8,8
T1,探索,20250315_06_09,14,0.5244901,1.3799441,1.9528036,9.607187,0,1,0.6428571428571429,1,5,5,5
T1,探索,20250315_06_10,13,0.49542364,1.3508775,1.9566305,9.414586,0,1,0.6923076923076923,2,2,4,5
T1,探索,20250315_06_11,12,0.42772695,1.1930196,1.5357195,9.305862,1,2,0.75,1,3,3,3
T1,探索,20250315_06_12,16,0.5462975,1.3409437,1.7651933,10.085886,0,0,0.5625,3,5,7,9
T1,探索,20250315_07_01,15,0.6487455,1.5041994,1.2306467,7.805932,1,1,0.6,2,9,9,10
T1,探索,20250315_07_02,16,0.72670937,1.5821633,1.9750094,9.274741,1,1,0.5625,5,6,6,6
T1,探索,20250315_07_03,16,0.56978655,1.444835,1.4675217,9.259867,1,3,0.5625,0,9,10,10
T1,探索,20250315_07_04,15,0.72670937,1.5821633,1.3543432,7.564274,1,1,0.6,4,6,9,9
T1,探索,20250315_07_05,17,0.52982384,1.375452,1.4917154,9.418979,1,2,0.5294117647058824,5,8,10,10
T1,探索,20250315_07_06,13,0.5244901,1.4125137,1.7662388,9.306314,1,1,0.6923076923076923,0,3,5,5
T1,探索,20250315_07_07,15,0.42772695,1.2537606,1.6734799,10.045234,0,1,0.6,3,6,6,7
T1,探索,20250315_07_08,18,0.52982384,1.2869351,1.4431816,9.275143,1,1,0.5,4,8,12,13
T1,探索,20250315_07_09,16,0.5244901,1.2366339,1.6377515,10.095276,1,2,0.5625,4,7,8,8
T1,探索,20250315_07_10,13,0.52982384,1.4820409,1.5171704,8.618425,1,1,0.6923076923076923,2,4,4,5
T1,探索,20250315_07_11,16,0.5244901,1.2978024,1.54454,9.451347,1,3,0.5625,2,8,9,10
T1,探索,20250315_07_12,18,0.5244901,1.1110036,2.0239882,12.079933,1,2,0.5,3,7,8,8
T1,探索,20250315_09_01,12,0.5315333,1.5805135,1.3578866,7.704911,0,2,0.75,1,4,5,6
T1,探索,20250315_09_02,16,0.44732144,0.91960746,1.88332,12.078777,0,0,0.5625,2,6,6,6
T1,探索,20250315_09_03,13,0.72670937,1.7007339,1.6975996,7.5377154,1,2,0.6923076923076923,3,6,6,6
T1,探索,20250315_09_04,17,0.47638798,1.2077502,1.8604704,11.344101,0,0,0.5294117647058824,2,7,8,8
T1,探索,20250315_09_05,18,0.52982384,1.3558575,1.9812083,10.999761,1,1,0.5,2,9,10,10
T1,探索,20250315_09_06,16,0.44732144,1.1777751,1.7111313,10.647263,1,1,0.5625,2,8,8,8
T1,探索,20250315_09_07,16,0.52982384,1.5016353,1.7873477,9.463183,0,1,0.5625,2,7,8,9
T1,探索,20250315_09_09,12,0.47638798,1.1165075,1.8862092,10.268926,0,0,0.75,0,2,2,2
T1,探索,20250315_09_10,15,0.42772695,1.1930196,1.8127605,10.951956,1,1,0.6,1,4,7,8
T1,探索,20250315_09_11,11,0.42772695,1.2831808,1.5993996,8.076229,0,1,0.8181818181818182,0,4,4,4
T1,探索,20250315_09_12,10,0.5445881,1.598902,1.4372455,7.5863996,1,2,0.9,1,2,2,2
T1,探索,20250316_06_01,16,0.52982384,1.4820409,1.5801504,8.56629,0,1,0.5625,2,9,9,9
T1,探索,20250316_06_02,15,0.55294466,1.5051618,1.4526178,8.595628,1,1,0.6,0,7,8,9
T1,探索,20250316_06_03,15,0.9977444,1.8437057,1.4674829,6.6512904,1,3,0.6,3,6,7,8
T1,探索,20250316_06_04,16,0.70088387,1.653101,1.6846992,8.823843,1,2,0.5625,3,6,7,8
T1,探索,20250316_06_05,15,0.5445881,1.3477876,1.6791096,9.204911,1,1,0.6,0,8,8,8
T1,探索,20250316_06_06,8,0.52982384,1.5841378,1.5367963,6.8920097,0,2,1.125,0,1,1,1
T1,探索,20250316_06_07,16,0.42772695,1.229627,1.9292624,10.219699,1,2,0.5625,3,7,8,8
T1,探索,20250316_06_08,14,0.5668103,1.1941998,1.4796506,9.092812,0,1,0.6428571428571429,1,6,7,7
T1,探索,20250316_06_09,16,0.47638798,1.331842,1.9619378,10.391698,1,1,0.5625,0,8,8,8
T1,探索,20250316_06_10,12,0.52982384,1.4820409,1.1939857,7.5735626,1,1,0.75,1,6,6,6
T1,探索,20250316_06_11,12,0.54599094,1.498208,1.860521,9.069514,1,2,0.75,1,2,3,3
T1,探索,20250316_06_12,16,0.52982384,1.2419677,1.6977379,9.974572,1,2,0.5625,4,7,8,8
T1,探索,20250316_07_01,16,0.8366104,1.7159363,1.5900065,7.813903,1,2,0.5625,1,9,9,10
T1,探索,20250316_07_02,13,0.78687066,1.9413071,1.0716512,6.0907307,1,2,0.6923076923076923,1,7,7,8
T1,探索,20250316_07_03,16,0.61088413,1.5849086,1.9518051,9.429955,0,0,0.5625,4,6,6,8
T1,探索,20250316_07_04,16,0.8994016,2.0846322,1.2105186,6.3807163,1,2,0.5625,4,9,10,11
T1,探索,20250316_07_05,17,0.5244901,1.2683545,1.6523833,10.17149,1,2,0.5294117647058824,3,7,10,10
T1,探索,20250316_07_06,10,0.94972914,1.805183,1.3784032,5.943001,1,2,0.9,2,3,3,3
T1,探索,20250316_07_07,16,0.42772695,1.1715913,2.0269222,11.891611,0,0,0.5625,3,4,4,6
T1,探索,20250316_07_08,14,0.9444399,1.6748936,1.3738256,6.578501,1,1,0.6428571428571429,2,6,6,7
T1,探索,20250316_07_09,13,0.4609207,1.1730645,1.339022,8.893281,0,1,0.6923076923076923,0,5,6,7
T1,探索,20250316_07_10,12,0.5244901,1.4767072,1.7758701,8.979581,1,1,0.75,0,1,3,4
T1,探索,20250316_07_11,10,0.44732144,1.2434679,1.6926022,8.872353,1,1,0.9,0,1,1,1
T1,探索,20250316_07_12,16,0.52982384,1.3852777,1.6745223,9.387967,0,1,0.5625,2,7,10,10
T1,探索,20250316_09_01,16,0.74893165,1.7207432,1.5632554,7.917908,1,2,0.5625,5,8,9,10
T1,探索,20250316_09_02,11,0.74893165,1.8102887,1.1102855,6.3787403,1,3,0.8181818181818182,2,4,5,5
T1,探索,20250316_09_03,16,0.72670937,1.6789265,1.4260379,7.755474,0,1,0.5625,4,8,9,9
T1,探索,20250316_09_04,9,0.42772695,1.2831808,1.3279364,7.540766,0,1,1.0,0,1,1,2
T1,探索,20250316_09_05,16,0.5420289,1.271183,1.5301607,9.415768,0,1,0.5625,2,8,9,9
T1,探索,20250316_09_06,9,0.47638798,1.3514364,1.3065965,7.070308,0,2,1.0,1,2,2,3
T1,探索,20250316_09_07,16,0.52982384,1.2738612,1.9471366,11.130811,1,1,0.5625,2,5,5,5
T1,探索,20250316_09_08,13,0.5462975,1.4985147,1.5481368,8.115214,1,3,0.6923076923076923,2,6,6,6
T1,探索,20250316_09_09,9,0.52982384,1.578804,1.4072063,7.1015096,0,1,1.0,0,1,1,2
T1,探索,20250316_09_10,15,0.5244901,1.2897829,1.529662,9.008417,0,1,0.6,2,7,8,9
T1,探索,20250316_09_11,16,0.5244901,1.1917748,1.3350496,9.289179,1,1,0.5625,1,8,11,11
T1,探索,20250316_09_12,12,0.42772695,1.2831808,1.9818394,9.840047,0,2,0.75,0,2,2,2
T1,探索,20250322_06_01,16,0.8211818,2.0723813,1.0801462,6.147459,1,2,0.5625,4,10,11,11
T1,探索,20250322_06_02,12,0.60670584,1.6129177,1.4048121,6.9503794,0,1,0.75,2,6,6,6
T1,探索,20250322_06_03,16,0.8461535,1.7983706,1.4988501,7.2260637,1,2,0.5625,3,8,10,10
T1,探索,20250322_06_04,16,0.5462975,1.5038483,1.7537245,9.058671,1,3,0.5625,3,6,8,8
T1,探索,20250322_06_05,10,0.6150933,1.4705472,1.4850808,7.5584598,0,1,0.9,1,2,2,2
T1,探索,20250322_06_06,16,0.5462975,1.4304049,1.6746426,9.7608595,0,1,0.5625,2,6,8,9
T1,探索,20250322_06_07,16,0.42772695,1.050289,1.9083477,11.956265,1,1,0.5625,0,6,7,7
T1,探索,20250322_06_09,13,0.52982384,1.4508541,1.6113288,8.611033,1,1,0.6923076923076923,2,5,5,5
T1,探索,20250322_06_10,16,0.42772695,1.171619,1.9690251,11.287913,0,0,0.5625,2,5,6,7
T1,探索,20250322_06_11,16,0.5244901,1.3860972,1.6995912,10.116383,0,1,0.5625,1,7,8,8
T1,探索,20250322_06_12,16,0.52982384,1.40281,1.6348267,9.573288,0,1,0.5625,2,7,9,10
T1,探索,20250322_07_01,14,0.999999,1.9522161,1.2948843,6.285944,1,2,0.6428571428571429,3,7,7,7
T1,探索,20250322_07_02,16,0.6761834,1.6284006,1.4939635,8.38086,1,1,0.5625,4,7,7,10
T1,探索,20250322_07_03,12,0.52982384,1.5799689,1.4560765,7.3584075,0,1,0.75,3,5,5,5
T1,探索,20250322_07_04,16,0.57532054,1.5328714,1.8673337,9.146159,1,2,0.5625,4,7,7,8
T1,探索,20250322_07_05,16,0.5445881,1.5366417,1.2716573,8.234899,0,1,0.5625,1,8,11,11
T1,探索,20250322_07_06,12,0.999999,2.0560224,1.0891306,5.675331,1,1,0.75,3,4,6,6
T1,探索,20250322_07_07,16,0.5244901,1.5734704,1.5298349,8.965119,0,1,0.5625,2,8,9,9
T1,探索,20250322_07_08,15,0.5244901,1.2389343,1.6080348,9.636245,1,1,0.6,2,5,7,7
T1,探索,20250322_07_09,17,0.7836538,1.6391077,1.7662034,8.48909,0,0,0.5294117647058824,2,9,9,11
T1,探索,20250322_07_10,17,0.5108909,1.3859394,1.5499998,9.486785,0,1,0.5294117647058824,3,11,11,11
T1,探索,20250322_07_11,18,0.44732144,1.2026639,1.9356328,11.676171,0,0,0.5,2,7,10,10
T1,探索,20250322_07_12,16,0.5244901,1.1526206,1.6210041,10.306607,0,1,0.5625,3,7,8,8
T1,探索,20250322_09_01,15,0.44732144,1.3027754,1.3464102,9.027283,1,2,0.6,2,6,9,9
T1,探索,20250322_09_02,9,0.96678257,1.9189997,1.2054378,5.66851,1,2,1.0,0,2,2,2
T1,探索,20250322_09_03,16,0.72670937,1.8811457,1.4320738,7.305927,1,2,0.5625,4,8,8,8
T1,探索,20250322_09_04,11,0.52982384,1.578804,1.547147,7.1316824,1,2,0.8181818181818182,2,4,4,4
T1,探索,20250322_09_05,15,0.74893165,1.7235644,1.2420118,7.312788,1,2,0.6,1,8,10,10
T1,探索,20250322_09_06,10,0.52982384,1.4339387,1.3815536,7.664419,1,1,0.9,1,2,2,2
T1,探索,20250322_09_07,15,0.42772695,1.0788596,1.6717775,10.575636,0,1,0.6,2,5,6,7
T1,探索,20250322_09_08,9,0.5244901,1.4767072,1.3710511,7.435286,1,2,1.0,0,1,1,1
T1,探索,20250322_09_09,8,0.3676158,0.9700039,0.76310223,6.472874,0,2,1.125,0,2,2,3
T1,探索,20250322_09_10,14,0.5244901,1.3799441,1.6954379,9.539996,1,1,0.6428571428571429,2,5,5,6
T1,探索,20250322_09_11,9,0.52982384,1.578804,1.7655163,7.850267,1,2,1.0,0,1,1,1
T1,探索,20250322_09_12,16,0.5315333,1.3869872,1.8502394,10.293433,1,2,0.5625,3,6,7,7
T1,探索,20250323_06_01,16,0.5244901,1.4617988,1.394257,8.580862,1,2,0.5625,5,7,9,9
T1,探索,20250323_06_02,16,0.5462975,1.5816786,1.5492492,8.844198,1,2,0.5625,3,8,9,10
T1,探索,20250323_06_03,14,0.52982384,1.4048723,1.7746277,8.555373,1,3,0.6428571428571429,3,6,6,7
T1,探索,20250323_06_04,12,0.42772695,1.0163585,1.6052486,9.868007,0,1,0.75,0,3,3,3
T1,探索,20250323_06_05,16,0.5244901,1.2978024,2.0295823,10.273971,0,2,0.5625,3,7,7,7
T1,探索,20250323_06_06,12,0.52982384,1.3277856,1.5917554,8.844389,1,1,0.75,1,2,3,3
T1,探索,20250323_06_07,16,0.39783975,1.0176125,1.6352386,11.00453,1,2,0.5625,3,7,8,8
T1,探索,20250323_06_08,15,0.42772695,1.2831808,2.123452,10.697123,0,0,0.6,2,5,5,6
T1,探索,20250323_06_09,11,0.54356456,1.5978785,1.4974201,7.3561077,1,1,0.8181818181818182,2,3,4,4
T1,探索,20250323_06_10,16,0.5244901,1.3196701,2.118727,10.857695,1,1,0.5625,3,6,6,6
T1,探索,20250323_06_11,16,0.44732144,1.3027754,1.4789289,9.652607,1,1,0.5625,2,6,10,11
T1,探索,20250323_06_12,15,0.42772695,1.192575,1.8098472,10.417686,1,2,0.6,2,5,6,6
T1,探索,20250323_07_01,16,0.42772695,1.048717,1.599644,11.125253,0,0,0.5625,0,8,8,9
T1,探索,20250323_07_02,13,0.52982384,1.578804,1.0800216,7.2075357,1,3,0.6923076923076923,1,6,8,8
T1,探索,20250323_07_03,8,0.5244901,1.1647922,0.5929038,5.139967,0,1,1.125,2,3,3,3
T1,探索,20250323_07_04,18,0.48998722,0.9067969,1.6211897,10.802929,0,0,0.5,3,9,10,10
T1,探索,20250323_07_05,17,0.42772695,1.2229068,1.7552096,10.971708,1,3,0.5294117647058824,4,7,8,9
T1,探索,20250323_07_06,16,0.5244901,1.2372134,1.8638853,10.768341,0,1,0.5625,3,5,5,6
T1,探索,20250323_07_07,16,0.5244901,1.3799441,1.7485983,9.356856,0,1,0.5625,3,7,8,8
T1,探索,20250323_07_08,16,0.52982384,1.3852777,1.7335075,9.231049,0,1,0.5625,3,8,10,10
T1,探索,20250323_07_09,10,0.52982384,1.4529744,1.6264842,8.272833,1,2,0.9,0,1,1,1
T1,探索,20250323_07_10,16,0.52982384,1.4178474,1.6136504,9.401961,0,2,0.5625,2,8,9,10
