win,period,race_id,field,p1,top3sum,resid,n_eff,ax_hit,top3_hits,rand3,cut5,cut10,cut15,cut20
W2,確認,20260627_10_06,16,0.72463864,1.7232279,1.5229762,7.8793097,0,2,0.5625,4,6,10,11
W2,確認,20260627_10_07,16,0.71754295,1.5084879,1.5383011,8.165727,1,2,0.5625,5,6,9,10
W2,確認,20260627_10_08,9,0.70900744,1.4657421,1.2298337,6.6946507,1,2,1.0,1,1,1,2
W2,確認,20260627_10_09,8,0.7621053,1.8236816,1.3370992,6.5077004,1,2,1.125,0,0,1,1
W2,確認,20260627_10_10,13,0.4385198,1.2260346,1.746637,9.847239,0,1,0.6923076923076923,1,3,3,7
W2,確認,20260627_10_11,15,0.35588142,1.0310748,1.5868143,10.796429,1,1,0.6,1,5,7,10
W2,確認,20260627_10_12,8,0.70900744,1.5887814,1.0260665,5.858631,1,3,1.125,0,1,2,3
W2,確認,20260628_02_01,8,0.53556746,1.3334551,1.0950471,6.1292195,0,1,1.125,1,2,2,2
W2,確認,20260628_02_02,14,0.55657536,1.2903508,1.4633808,8.373492,1,2,0.6428571428571429,4,5,8,8
W2,確認,20260628_02_03,11,0.712781,1.783916,1.0284481,6.101756,1,3,0.8181818181818182,2,5,5,5
W2,確認,20260628_02_04,16,0.7621053,1.8968399,1.5200317,7.3447466,0,1,0.5625,7,8,8,9
W2,確認,20260628_02_06,16,0.712781,1.3175144,1.5656656,8.9731455,1,1,0.5625,2,5,10,12
W2,確認,20260628_02_07,10,0.44635513,1.1902417,1.1859227,7.7673573,1,1,0.9,0,2,4,4
W2,確認,20260628_02_08,13,0.70900744,1.4606537,1.479495,8.130085,0,1,0.6923076923076923,2,2,6,8
W2,確認,20260628_02_09,10,0.712781,1.7920382,1.7072605,7.2938004,1,2,0.9,2,2,2,2
W2,確認,20260628_02_10,10,0.712781,1.5037849,1.0338583,6.1991096,1,3,0.9,1,2,4,6
W2,確認,20260628_02_11,15,0.3314301,0.9485302,1.6881225,10.970608,0,0,0.6,4,4,7,7
W2,確認,20260628_02_12,14,0.4307089,1.1645056,1.8578292,10.485079,1,1,0.6428571428571429,2,3,5,6
W2,確認,20260628_03_02,13,0.78893095,1.5995038,0.7974526,5.514878,1,2,0.6923076923076923,4,6,9,10
W2,確認,20260628_03_04,14,0.51788646,1.3311933,1.7047262,10.064059,1,1,0.6428571428571429,1,2,6,8
W2,確認,20260628_03_05,14,0.6618681,1.6261096,1.9598446,9.714576,0,1,0.6428571428571429,0,2,5,8
W2,確認,20260628_03_06,16,0.70900744,1.7075967,1.4658357,7.677177,1,1,0.5625,6,7,9,10
W2,確認,20260628_03_07,15,0.7289676,1.7996205,1.0614909,6.042844,1,2,0.6,5,8,11,11
W2,確認,20260628_03_08,13,0.53556746,1.3084183,1.6304344,8.584137,1,3,0.6923076923076923,4,4,5,5
W2,確認,20260628_03_09,13,0.72463864,1.6401337,1.559223,7.60328,0,1,0.6923076923076923,2,5,6,7
W2,確認,20260628_03_10,11,0.712781,1.4380285,1.3512955,7.6291914,1,2,0.8181818181818182,0,0,4,6
W2,確認,20260628_03_11,16,0.35779905,1.052211,2.0937965,12.314155,1,2,0.5625,1,3,8,9
W2,確認,20260628_03_12,14,0.70900744,1.6253983,1.7792919,8.356342,0,1,0.6428571428571429,4,5,6,6
W2,確認,20260628_10_01,18,0.7621053,1.9603812,1.4849808,7.599521,0,0,0.5,4,8,14,14
W2,確認,20260628_10_02,16,0.53556746,1.3920722,1.1366143,7.6953974,1,3,0.5625,5,7,11,12
W2,確認,20260628_10_03,18,0.7621053,1.6975505,1.7658013,8.192957,1,2,0.5,7,8,12,12
W2,確認,20260628_10_04,16,0.7621053,1.658233,1.2995168,6.8953586,1,2,0.5625,7,9,10,11
W2,確認,20260628_10_05,10,0.53556746,1.4108896,1.4614624,8.069408,1,1,0.9,0,0,3,4
W2,確認,20260628_10_06,11,0.70900744,1.4556985,1.4665844,7.7961164,0,1,0.8181818181818182,0,2,2,3
W2,確認,20260628_10_07,10,0.70900744,1.6028473,1.5197011,7.3013153,0,2,0.9,0,2,3,3
W2,確認,20260628_10_09,8,0.70900744,1.7261742,1.2686622,6.4966,1,2,1.125,0,0,1,1
W2,確認,20260628_10_10,16,0.45247328,1.2461152,1.7896916,10.75124,1,1,0.5625,3,4,8,9
W2,確認,20260628_10_11,8,0.7198767,1.4794096,1.1852638,6.4507346,1,1,1.125,0,0,0,2
W2,確認,20260628_10_12,16,0.3629919,0.97135127,1.799546,11.90741,0,1,0.5625,0,6,6,10
W3,確認,20260301_06_01,16,0.51929605,1.5109104,1.2612005,7.6051254,0,2,0.5625,7,8,9,11
W3,確認,20260301_06_02,16,0.5015288,1.3232841,1.2192758,8.027459,1,2,0.5625,5,8,11,12
W3,確認,20260301_06_03,16,0.9088319,2.2125409,1.4914459,6.4766793,1,2,0.5625,6,7,10,11
W3,確認,20260301_06_04,8,0.52756476,1.519179,1.5333477,7.3070188,1,1,1.125,0,0,0,1
W3,確認,20260301_06_05,8,0.64081186,1.4490597,0.5945812,4.837951,1,2,1.125,2,3,3,4
W3,確認,20260301_06_06,8,0.6283776,1.4722111,0.816353,5.552099,1,3,1.125,1,1,3,4
W3,確認,20260301_06_07,8,0.6283776,1.6085485,0.9405732,6.0956864,1,2,1.125,0,0,2,3
W3,確認,20260301_06_08,8,0.39611363,1.0997294,0.768047,6.438026,0,2,1.125,0,1,2,3
W3,確認,20260301_06_09,8,0.53804797,1.4283118,1.1409991,6.7391367,1,3,1.125,0,0,1,3
W3,確認,20260301_06_10,8,0.4919442,1.2985281,0.90137076,6.0191374,1,3,1.125,1,1,2,3
W3,確認,20260301_06_11,8,0.49008545,1.201366,1.0053929,6.819203,0,2,1.125,0,0,2,2
W3,確認,20260301_06_12,8,0.5015288,1.2348542,0.5837159,5.4533787,1,2,1.125,1,1,4,5
W3,確認,20260301_09_01,13,0.64307433,1.4008827,1.3602576,7.685426,1,1,0.6923076923076923,4,4,6,7
W3,確認,20260301_09_02,16,0.64307433,1.7360085,1.4789902,7.569952,0,1,0.5625,7,8,8,11
W3,確認,20260301_09_03,12,0.5894003,1.5810145,1.3100926,7.6000094,0,1,0.75,1,3,4,8
W3,確認,20260301_09_04,8,0.9391784,1.942236,1.3975664,6.0055857,1,2,1.125,0,0,1,2
W3,確認,20260301_09_05,13,0.64081186,1.759275,1.4075371,6.997405,1,1,0.6923076923076923,4,4,7,8
W3,確認,20260301_09_06,8,0.7033538,1.8753916,0.7045319,4.871922,1,3,1.125,2,2,4,4
W3,確認,20260301_09_07,14,0.4296348,1.2242031,1.7395726,9.682161,1,2,0.6428571428571429,3,4,6,8
W3,確認,20260301_09_08,15,0.64081186,1.3704523,1.3804576,8.003045,1,2,0.6,4,6,8,10
W3,確認,20260301_09_09,9,0.7583334,1.8786552,1.2610017,6.0694733,1,3,1.0,0,2,3,4
W3,確認,20260301_09_10,14,0.49008545,1.2807317,1.6627324,9.672204,0,1,0.6428571428571429,2,2,7,9
W3,確認,20260301_09_11,15,0.396763,1.0023856,1.5701406,11.402473,1,1,0.6,2,3,8,11
W3,確認,20260301_09_12,16,0.49008545,1.2339019,1.8066151,10.551526,0,1,0.5625,3,3,7,11
W3,確認,20260301_10_01,14,0.6061008,1.4955189,1.8608315,8.940998,1,1,0.6428571428571429,4,4,5,7
W3,確認,20260301_10_02,16,0.9391784,1.6478598,1.2876675,6.6991496,1,2,0.5625,3,7,11,13
W3,確認,20260301_10_03,8,0.6283776,1.6621233,0.5121408,4.6316166,1,2,1.125,2,2,4,4
W3,確認,20260301_10_04,11,0.7583334,1.8396779,1.7524915,7.450072,1,2,0.8181818181818182,1,1,5,5
W3,確認,20260301_10_05,18,0.64081186,1.6438721,1.7517179,8.999296,1,1,0.5,8,8,10,11
W3,確認,20260301_10_06,15,0.64081186,1.6562147,1.190019,7.2015657,0,2,0.6,4,7,9,11
W3,確認,20260301_10_07,18,0.52977926,1.5141069,1.6596075,9.981207,0,0,0.5,4,5,10,14
W3,確認,20260301_10_08,15,0.5523122,1.5595642,1.5702697,8.620982,0,1,0.6,3,6,7,10
W3,確認,20260301_10_09,18,0.42510536,1.1847048,1.6143584,10.654084,0,0,0.5,5,9,11,12
W3,確認,20260301_10_10,18,0.43957758,1.0240872,1.7335402,12.562904,0,0,0.5,3,5,11,14
W3,確認,20260301_10_11,17,0.5894003,1.2928799,1.5157266,9.539476,1,2,0.5294117647058824,4,6,12,13
W3,確認,20260301_10_12,16,0.64081186,1.6467941,1.5747226,8.280451,1,2,0.5625,4,5,10,11
W3,確認,20260307_06_01,8,0.6061008,1.4521133,0.63250536,5.2694016,0,2,1.125,0,1,4,5
W3,確認,20260307_06_02,14,0.49008545,1.0806416,1.219093,9.066664,1,1,0.6428571428571429,2,4,9,11
W3,確認,20260307_06_03,16,0.9391784,2.0816975,1.1508721,5.8696375,1,2,0.5625,7,8,10,12
W3,確認,20260307_06_04,14,0.3685163,1.0535852,2.281649,12.2993145,0,1,0.6428571428571429,0,1,4,4
W3,確認,20260307_06_05,18,0.92850405,2.0594013,1.38368,6.4563994,0,2,0.5,9,10,12,13
W3,確認,20260307_06_06,18,0.64081186,1.7494324,1.7388908,7.980881,1,3,0.5,6,10,12,12
W3,確認,20260307_06_07,15,0.512012,1.385951,1.4232235,8.80014,0,2,0.6,3,5,9,11
W3,確認,20260307_06_08,14,0.9391784,1.9516741,1.2437922,6.091911,1,1,0.6428571428571429,4,6,7,10
W3,確認,20260307_06_09,12,0.64307433,1.5320226,1.3030832,7.3530083,1,2,0.75,2,2,6,8
W3,確認,20260307_06_10,13,0.42425957,1.1691006,1.9188293,10.152286,0,1,0.6923076923076923,2,2,5,6
W3,確認,20260307_06_11,16,0.49008545,1.3114917,1.8982058,10.975252,1,1,0.5625,2,3,7,9
W3,確認,20260307_06_12,16,0.49008545,1.3134031,1.6100124,9.528108,0,1,0.5625,3,5,9,10
W3,確認,20260307_09_01,14,0.7583334,1.4861732,1.5125479,7.830764,0,0,0.6428571428571429,3,4,7,8
W3,確認,20260307_09_02,16,0.8569801,2.1412785,1.3165076,6.5266204,1,3,0.5625,5,7,10,12
W3,確認,20260307_09_03,13,0.7583334,1.5409456,1.5777988,7.8792562,0,0,0.6923076923076923,3,3,6,6
W3,確認,20260307_09_04,13,0.6713025,1.7530107,1.1775067,6.5016427,1,1,0.6923076923076923,4,7,7,7
W3,確認,20260307_09_05,18,0.5015288,1.3589544,1.7488945,10.424848,1,2,0.5,3,5,13,13
W3,確認,20260307_09_06,12,0.49967006,1.4162431,1.7259235,8.676613,0,2,0.75,2,2,4,6
W3,確認,20260307_09_07,8,0.64081186,1.7387267,1.292865,6.2842765,1,2,1.125,0,0,2,3
W3,確認,20260307_09_08,10,0.64081186,1.422491,1.2690715,7.1653094,1,2,0.9,1,2,3,5
W3,確認,20260307_09_09,9,0.6283776,1.6085485,0.9276106,6.2131686,1,2,1.0,0,1,2,5
W3,確認,20260307_09_10,15,0.5015288,1.2711238,1.4473902,9.331857,1,2,0.6,2,4,8,11
W3,確認,20260307_09_11,18,0.43819538,0.9940496,1.6499109,12.223886,0,2,0.5,3,6,12,14
W3,確認,20260307_09_12,16,0.6283776,1.5123422,1.5894569,8.863295,1,2,0.5625,4,6,8,12
W3,確認,20260308_06_01,16,0.52241015,1.4092586,1.2026142,7.7825556,0,1,0.5625,7,9,10,11
W3,確認,20260308_06_02,16,0.59495586,1.4189174,1.8939035,9.17384,1,2,0.5625,5,7,7,9
W3,確認,20260308_06_03,14,0.64307433,1.6521851,1.1259477,6.470443,1,2,0.6428571428571429,6,6,9,10
W3,確認,20260308_06_04,14,0.7262821,1.7083118,2.0542626,9.021707,1,2,0.6428571428571429,0,2,6,8
W3,確認,20260308_06_05,16,0.5015288,1.2460667,1.7072835,9.790376,0,1,0.5625,4,5,8,10
W3,確認,20260308_06_06,16,0.6061008,1.4301819,1.745782,9.207553,1,2,0.5625,4,6,8,11
W3,確認,20260308_06_07,11,0.54366016,1.5475618,1.4815633,7.499517,1,1,0.8181818181818182,1,2,4,6
W3,確認,20260308_06_08,8,0.49008545,1.0598718,0.51292276,5.088746,1,2,1.125,0,2,5,6
W3,確認,20260308_06_09,16,0.54366016,1.3984408,1.356687,8.802554,1,3,0.5625,3,6,11,12
W3,確認,20260308_06_10,15,0.42510536,1.217982,2.0021417,10.722879,0,0,0.6,2,4,7,9
W3,確認,20260308_06_11,8,0.64081186,1.7735679,1.3624989,6.2773414,1,2,1.125,1,1,2,2
W3,確認,20260308_06_12,16,0.52977926,1.2690443,1.6789577,10.084122,0,0,0.5625,3,4,9,12
W3,確認,20260308_09_01,12,0.7583334,1.8291671,1.2752751,6.5694356,1,3,0.75,3,3,7,7
W3,確認,20260308_09_02,16,0.54366016,1.5467176,1.1027226,7.3789196,1,2,0.5625,6,8,11,12
W3,確認,20260308_09_03,14,0.6283776,1.6466687,1.1319913,7.1740403,1,2,0.6428571428571429,3,6,7,11
W3,確認,20260308_09_04,16,0.9391784,2.069085,1.1904113,5.993614,1,2,0.5625,6,8,11,12
W3,確認,20260308_09_05,16,0.4264876,1.1504347,1.6455994,10.314975,1,2,0.5625,4,5,8,11
W3,確認,20260308_09_06,9,0.6283776,1.5787045,1.2716131,6.638592,1,2,1.0,0,0,4,4
W3,確認,20260308_09_07,9,0.64081186,1.6342849,1.1898258,6.308213,1,2,1.0,1,1,3,4
W3,確認,20260308_09_08,9,0.7262821,1.7936983,1.2056104,6.0786414,0,1,1.0,1,2,3,3
W3,確認,20260308_09_10,14,0.5523122,1.381124,1.627064,9.678842,0,0,0.6428571428571429,1,1,7,9
W3,確認,20260308_09_11,12,0.54366016,1.4193112,1.5776982,8.504135,0,1,0.75,0,2,6,6
W3,確認,20260308_09_12,13,0.49008545,1.3431277,1.5841708,8.753685,1,1,0.6923076923076923,3,4,5,6
W3,確認,20260314_06_01,15,0.4919442,1.390381,1.6831577,8.763127,1,1,0.6,4,6,7,9
W3,確認,20260314_06_02,16,0.5972932,1.6007824,1.7207828,8.53348,1,1,0.5625,5,5,9,11
W3,確認,20260314_06_03,16,0.8106837,1.7667172,1.2482028,6.59969,1,2,0.5625,8,8,10,12
W3,確認,20260314_06_04,16,0.999999,1.9318482,1.0523056,5.559207,1,1,0.5625,5,7,11,12
W3,確認,20260314_06_05,16,0.7583334,1.6566252,1.4597406,7.387038,0,1,0.5625,5,7,11,11
W3,確認,20260314_06_06,16,0.49008545,1.4688742,1.89718,10.750935,0,1,0.5625,1,4,7,10
W3,確認,20260314_06_07,10,0.5982079,1.68836,1.2020088,6.517617,1,2,0.9,1,3,5,5
W3,確認,20260314_06_08,16,0.396763,1.1472741,1.5449859,10.589562,1,2,0.5625,4,5,8,12
W3,確認,20260314_06_09,10,0.64081186,1.6228415,1.3304266,7.0500126,1,1,0.9,1,2,3,4
W3,確認,20260314_06_10,16,0.6283776,1.5183803,1.5821025,8.585475,1,2,0.5625,4,5,10,11
W3,確認,20260314_06_11,16,0.6061008,0.96871656,1.6375198,9.942915,1,1,0.5625,2,3,7,15
W3,確認,20260314_06_12,16,0.53804797,1.3818815,1.6363244,9.327192,0,1,0.5625,3,6,10,11
W3,確認,20260314_07_01,10,0.6283776,1.506335,1.0871111,6.6092086,1,1,0.9,1,2,5,5
W3,確認,20260314_07_02,16,0.655605,1.3877966,1.6718189,8.922407,1,1,0.5625,5,6,8,10
W3,確認,20260314_07_03,13,0.64081186,1.4966402,1.6715043,8.278539,0,1,0.6923076923076923,1,3,7,7
W3,確認,20260314_07_04,16,0.4919442,1.4721152,1.3847641,8.7468605,0,2,0.5625,3,5,10,12
W3,確認,20260314_07_05,18,0.33132076,0.89884174,1.5945965,12.226918,0,1,0.5,5,6,9,15
W3,確認,20260314_07_06,16,0.551553,1.421111,1.9632239,9.770674,0,1,0.5625,5,5,8,9
W3,確認,20260314_07_07,16,0.64081186,1.4136419,1.503842,8.666602,0,1,0.5625,3,5,9,12
W3,確認,20260314_07_08,16,0.49008545,1.3798795,1.7485372,9.008159,0,1,0.5625,5,7,9,9
W3,確認,20260314_07_09,10,0.5015288,1.4596537,1.4075729,7.544908,0,1,0.9,1,1,2,4
W3,確認,20260314_07_10,10,0.3983197,1.1900202,1.4770961,7.7552485,1,1,0.9,1,2,4,4
W3,確認,20260314_07_11,14,0.9391784,1.6386466,1.0866205,5.6712112,1,2,0.6428571428571429,4,7,7,9
W3,確認,20260314_07_12,18,0.49008545,1.2823128,1.6385722,9.8532295,0,2,0.5,6,6,13,13
W3,確認,20260314_09_01,13,0.5015288,1.1930948,1.1203628,7.8965344,0,2,0.6923076923076923,2,4,8,10
W3,確認,20260314_09_02,8,0.6061008,1.6185964,0.627942,4.4779,0,1,1.125,3,4,4,4
W3,確認,20260314_09_03,13,0.9391784,2.2709098,1.4598852,6.27142,0,1,0.6923076923076923,4,6,7,7
W3,確認,20260314_09_04,18,0.5894003,1.3387077,1.7570757,9.434377,1,2,0.5,7,9,11,12
W3,確認,20260314_09_05,17,0.66904,1.7875031,1.5274642,7.9658046,1,2,0.5294117647058824,6,7,10,11
W3,確認,20260314_09_06,8,0.6061008,1.4499344,0.7283236,5.439664,0,1,1.125,0,2,3,4
W3,確認,20260314_09_07,16,0.5690127,1.5211984,1.7888142,9.125054,0,0,0.5625,2,6,9,11
W3,確認,20260314_09_08,10,0.54366016,1.4580052,1.763995,8.189847,1,2,0.9,0,1,2,3
W3,確認,20260314_09_09,15,0.396763,1.1059419,1.7780951,10.9156065,0,1,0.6,2,3,7,10
W3,確認,20260314_09_10,8,0.5015288,1.3587077,1.1024641,6.37028,1,2,1.125,1,1,2,2
W3,確認,20260314_09_11,8,0.49008545,0.962944,0.6085563,5.709873,1,3,1.125,0,2,4,5
W3,確認,20260314_09_12,8,0.9391784,1.9359473,1.192686,5.758527,1,3,1.125,0,0,1,2
W3,確認,20260315_06_01,16,0.64081186,1.6452324,1.3652893,7.6359353,1,3,0.5625,5,6,10,11
W3,確認,20260315_06_02,16,0.7583334,2.008611,1.4552416,6.769123,1,3,0.5625,6,8,10,11
W3,確認,20260315_06_03,16,0.7583334,1.6113882,1.3395565,7.6509404,1,2,0.5625,3,6,11,12
W3,確認,20260315_06_04,16,0.6061008,1.6398464,1.5980426,7.609314,0,1,0.5625,7,8,9,10
W3,確認,20260315_06_05,18,0.6713025,1.7599216,1.6234587,8.18791,0,2,0.5,7,9,10,12
W3,確認,20260315_06_06,15,0.5864435,1.5016342,1.3243554,7.693141,0,1,0.6,4,6,9,11
W3,確認,20260315_06_07,15,0.5015288,1.286347,1.4802574,9.37263,1,2,0.6,3,5,8,10
W3,確認,20260315_06_08,10,0.7583334,1.7499477,1.210205,6.505125,1,3,0.9,1,2,4,4
W3,確認,20260315_06_09,11,0.5171666,1.5087808,1.4103062,7.014756,0,1,0.8181818181818182,2,4,4,6
W3,確認,20260315_06_10,16,0.53804797,1.4902335,1.7241153,9.210047,0,2,0.5625,2,6,8,11
W3,確認,20260315_06_11,16,0.52241015,1.3455114,1.8751507,10.875315,0,1,0.5625,2,3,7,11
W3,確認,20260315_06_12,16,0.64081186,1.3483081,1.5608735,8.961758,0,1,0.5625,4,5,10,10
W3,確認,20260315_07_01,16,0.56111985,1.4479682,1.3741496,8.500759,1,2,0.5625,5,6,10,11
W3,確認,20260315_07_02,13,0.64081186,1.6228415,1.2197813,6.954095,1,2,0.6923076923076923,3,5,7,9
W3,確認,20260315_07_03,16,0.64307433,1.4335675,1.6841234,9.861155,1,2,0.5625,1,3,10,12
W3,確認,20260315_07_04,18,0.49008545,1.2352906,1.51982,9.760637,0,1,0.5,6,8,12,14
W3,確認,20260315_07_05,15,0.64307433,1.6603148,1.2899984,7.147233,1,2,0.6,5,5,10,11
W3,確認,20260315_07_06,16,0.49008545,1.3776448,1.9472052,9.985315,1,2,0.5625,3,4,9,10
W3,確認,20260315_07_07,15,0.49008545,1.3671962,1.9467059,9.7134905,0,2,0.6,3,3,7,9
W3,確認,20260315_07_08,12,0.7262821,1.5832865,1.6816721,7.50183,1,2,0.75,3,4,5,5
W3,確認,20260315_07_09,8,0.4602414,0.9073808,0.4165493,4.8853593,1,2,1.125,1,3,5,6
W3,確認,20260315_07_10,12,0.54366016,1.3602585,1.4478003,8.389642,0,1,0.75,1,3,4,5
W3,確認,20260315_07_11,14,0.49008545,1.4058127,1.6608496,9.702765,0,2,0.6428571428571429,1,2,6,9
W3,確認,20260315_07_12,18,0.4919442,1.1948407,1.8702013,11.496181,1,1,0.5,3,4,10,12
W3,確認,20260315_09_01,16,0.5171666,1.3849053,1.5763382,8.602046,1,1,0.5625,6,7,9,10
W3,確認,20260315_09_02,14,0.49008545,1.3777797,1.45942,8.764286,1,2,0.6428571428571429,2,3,8,9
W3,確認,20260315_09_03,16,0.6061008,1.4665322,1.5813102,8.771349,1,2,0.5625,3,7,9,10
W3,確認,20260315_09_04,14,0.64307433,1.3727148,1.4864497,8.47382,0,1,0.6428571428571429,2,4,8,8
W3,確認,20260315_09_05,16,0.53289336,1.5296623,1.5709604,8.757588,0,0,0.5625,4,6,9,10
W3,確認,20260315_09_06,11,0.64307433,1.6887527,1.3718166,6.9919724,1,2,0.8181818181818182,2,2,5,5
W3,確認,20260315_09_07,13,0.6283776,1.4743901,1.4949435,8.1631565,1,2,0.6923076923076923,2,3,5,8
W3,確認,20260315_09_08,11,0.52756476,1.5210377,1.1498435,7.0652757,0,1,0.8181818181818182,2,2,5,7
W3,確認,20260315_09_10,14,0.4602414,1.2096666,1.5818505,9.633979,0,0,0.6428571428571429,2,4,6,9
W3,確認,20260315_09_11,15,0.39760885,1.072898,1.4891918,10.829862,0,2,0.6,2,4,7,12
W3,確認,20260315_09_12,13,0.6283776,1.2365978,1.394537,8.567585,1,2,0.6923076923076923,1,2,6,9
W3,確認,20260321_06_01,16,0.45405126,1.142033,1.3199676,9.7000265,1,2,0.5625,5,6,9,13
W3,確認,20260321_06_02,12,0.8046296,1.892923,1.019636,6.118807,1,3,0.75,2,2,6,9
W3,確認,20260321_06_03,16,0.7301051,1.710276,1.6723709,7.6985207,0,1,0.5625,7,8,9,10
W3,確認,20260321_06_04,12,0.999999,2.5285778,0.9553399,5.015199,1,2,0.75,4,5,6,8
W3,確認,20260321_06_05,13,0.7262821,1.8571795,1.0197669,6.2673593,1,2,0.6923076923076923,2,4,8,10
W3,確認,20260321_06_06,13,0.6713025,1.6998936,1.8533437,7.4187646,1,2,0.6923076923076923,5,5,6,6
W3,確認,20260321_06_07,8,0.49008545,1.0160105,0.54201174,5.3003173,1,2,1.125,1,2,5,6
W3,確認,20260321_06_09,15,0.56111985,1.462615,1.4515549,8.181619,1,1,0.6,4,6,9,10
W3,確認,20260321_06_10,13,0.4919442,1.2708985,1.6475486,9.555379,1,2,0.6923076923076923,1,1,5,7
W3,確認,20260321_06_11,16,0.52241015,1.3753321,1.8817533,10.097469,1,1,0.5625,2,3,10,11
W3,確認,20260321_06_12,16,0.74836797,1.7062284,1.510184,7.6483464,1,2,0.5625,4,7,10,11
W3,確認,20260321_07_01,13,0.9391784,1.9259037,1.2976116,6.2554774,1,2,0.6923076923076923,3,5,7,8
W3,確認,20260321_07_02,16,0.53289336,1.5646589,1.7654008,8.550851,1,2,0.5625,4,6,9,11
W3,確認,20260321_07_03,13,0.9391784,1.7605846,1.0891511,5.6231766,1,2,0.6923076923076923,5,6,7,7
W3,確認,20260321_07_04,18,0.3983197,1.1913805,2.0487,10.287846,1,3,0.5,6,9,10,10
W3,確認,20260321_07_05,18,0.9391784,1.5580565,1.1755816,6.171668,1,1,0.5,6,10,14,15
W3,確認,20260321_07_06,18,0.6283776,1.5738965,1.848095,9.621258,1,2,0.5,5,7,9,12
W3,確認,20260321_07_07,16,0.6061008,1.3271891,2.0108676,10.31742,0,0,0.5625,4,4,7,8
W3,確認,20260321_07_08,13,0.49008545,1.3701072,1.3561226,8.17148,0,2,0.6923076923076923,2,3,6,8
W3,確認,20260321_07_09,10,0.5894003,1.5059733,1.4931351,7.5816536,0,0,0.9,1,1,2,4
W3,確認,20260321_07_10,16,0.5523122,1.296646,1.3998767,9.36877,0,1,0.5625,4,5,8,13
W3,確認,20260321_07_11,17,0.6283776,1.3597304,1.8100232,10.6882715,1,2,0.5294117647058824,2,2,10,12
W3,確認,20260321_07_12,14,0.8101852,1.6639384,1.1553515,6.3643436,1,1,0.6428571428571429,5,6,9,10
W3,確認,20260321_09_01,10,0.5227788,1.5099632,1.2047819,7.0870547,0,2,0.9,1,2,4,4
W3,確認,20260321_09_02,13,0.92436355,1.4802797,0.89588016,5.0130315,1,1,0.6923076923076923,4,5,8,10
W3,確認,20260321_09_03,10,0.64081186,1.897567,1.4422941,6.2316513,1,2,0.9,2,3,5,5
W3,確認,20260321_09_04,8,0.6061008,1.3713801,0.84135586,5.692653,1,2,1.125,1,1,3,4
W3,確認,20260321_09_05,18,0.6283776,1.6707753,2.1380184,8.867113,1,1,0.5,6,7,11,12
W3,確認,20260321_09_06,16,0.512012,1.2052273,2.0310032,11.034101,0,1,0.5625,3,4,6,9
W3,確認,20260321_09_07,11,0.6713025,1.6533321,1.0039301,6.3652177,1,2,0.8181818181818182,1,3,5,6
W3,確認,20260321_09_08,12,0.54366016,1.4235041,1.2249594,7.970292,1,1,0.75,1,1,6,8
W3,確認,20260321_09_09,8,0.5894003,1.5695713,1.0991156,6.287455,1,2,1.125,0,0,2,3
W3,確認,20260321_09_10,16,0.39611363,0.9204941,1.5486765,11.508182,0,1,0.5625,2,6,9,11
W3,確認,20260321_09_11,12,0.64307433,1.5588015,1.4816864,7.9699507,1,2,0.75,2,2,3,7
W3,確認,20260321_09_12,15,0.6283776,1.4219651,1.6310161,9.075408,0,1,0.6,1,5,8,9
W3,確認,20260322_06_01,16,0.64081186,1.4345342,1.6563293,8.732271,1,2,0.5625,6,6,7,10
W3,確認,20260322_06_02,8,0.641657,1.5000114,0.44692647,4.4166923,1,2,1.125,2,4,4,4
W3,確認,20260322_06_03,14,0.49008545,1.3777797,1.4634947,9.034795,1,2,0.6428571428571429,2,3,6,9
W3,確認,20260322_06_04,14,0.54366016,1.4311671,2.0846164,9.690642,0,0,0.6428571428571429,2,2,7,7
W3,確認,20260322_06_05,16,0.92364675,1.9038177,1.4327219,6.5451565,1,1,0.5625,6,9,11,11
W3,確認,20260322_06_06,18,0.5690127,1.5193396,1.9427379,9.495729,1,2,0.5,7,7,9,11
W3,確認,20260322_06_07,8,0.8257168,1.9487618,1.2294812,5.63561,1,2,1.125,1,1,2,2
W3,確認,20260322_06_08,15,0.6283776,1.680527,1.4287705,7.4709997,1,2,0.6,4,7,9,9
W3,確認,20260322_06_09,16,0.6283776,1.6131324,1.2119386,7.4972644,0,1,0.5625,5,7,10,13
W3,確認,20260322_06_10,8,0.6283776,1.5787045,1.0961012,6.0760875,0,1,1.125,1,1,2,3
W3,確認,20260322_06_11,16,0.49849853,1.2921835,1.4996301,9.701761,0,1,0.5625,4,5,10,12
W3,確認,20260322_06_12,16,0.42699727,1.125724,1.4872222,10.249599,0,2,0.5625,3,6,9,12
W3,確認,20260322_07_01,13,0.61853504,1.4794004,1.114247,7.0758505,1,1,0.6923076923076923,3,5,7,9
W3,確認,20260322_07_02,16,0.4919442,1.1920347,1.7599344,9.856452,1,1,0.5625,4,6,9,10
W3,確認,20260322_07_03,15,0.6283776,1.515226,1.7556145,8.699247,0,2,0.6,4,4,7,9
W3,確認,20260322_07_04,15,0.54366016,1.4900773,1.3572054,7.8466215,0,2,0.6,4,7,10,10
W3,確認,20260322_07_05,8,0.92436355,1.8105626,0.75067025,4.584145,1,1,1.125,1,2,4,4
W3,確認,20260322_07_06,17,0.6283776,1.4648055,1.656967,9.121269,1,1,0.5294117647058824,5,7,10,12
